/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/center_2020_04_19_21_47_21_771.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/left_2020_04_19_21_47_21_771.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/right_2020_04_19_21_47_21_771.jpg,0,0,0,5.630568E-06
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/center_2020_04_19_21_47_21_866.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/left_2020_04_19_21_47_21_866.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/right_2020_04_19_21_47_21_866.jpg,0,0,0,5.962696E-06
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/center_2020_04_19_21_47_21_952.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/left_2020_04_19_21_47_21_952.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/right_2020_04_19_21_47_21_952.jpg,0,0,0,1.714087E-06
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/center_2020_04_19_21_47_22_048.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/left_2020_04_19_21_47_22_048.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/right_2020_04_19_21_47_22_048.jpg,0,0,0,5.433152E-07
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/center_2020_04_19_21_47_22_139.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/left_2020_04_19_21_47_22_139.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/right_2020_04_19_21_47_22_139.jpg,0,0,0,3.170654E-06
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/center_2020_04_19_21_47_22_227.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/left_2020_04_19_21_47_22_227.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/right_2020_04_19_21_47_22_227.jpg,0,0,0,2.240774E-06
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/center_2020_04_19_21_47_22_314.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/left_2020_04_19_21_47_22_314.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/right_2020_04_19_21_47_22_314.jpg,0,0,0,4.509669E-07
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/center_2020_04_19_21_47_22_406.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/left_2020_04_19_21_47_22_406.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/right_2020_04_19_21_47_22_406.jpg,0,0,0,1.300306E-05
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/center_2020_04_19_21_47_22_474.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/left_2020_04_19_21_47_22_474.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/right_2020_04_19_21_47_22_474.jpg,0,0,0,3.694205E-07
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/center_2020_04_19_21_47_22_568.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/left_2020_04_19_21_47_22_568.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/right_2020_04_19_21_47_22_568.jpg,0,0.280647,0,0.1666872
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/center_2020_04_19_21_47_22_662.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/left_2020_04_19_21_47_22_662.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/right_2020_04_19_21_47_22_662.jpg,0,0.5491505,0,0.7200657
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/center_2020_04_19_21_47_22_755.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/left_2020_04_19_21_47_22_755.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/right_2020_04_19_21_47_22_755.jpg,0,0.8215621,0,1.351129
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/center_2020_04_19_21_47_22_837.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/left_2020_04_19_21_47_22_837.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/right_2020_04_19_21_47_22_837.jpg,0,1,0,2.534163
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/center_2020_04_19_21_47_22_926.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/left_2020_04_19_21_47_22_926.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/right_2020_04_19_21_47_22_926.jpg,-0.15,1,0,3.477387
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/center_2020_04_19_21_47_23_016.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/left_2020_04_19_21_47_23_016.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/right_2020_04_19_21_47_23_016.jpg,-0.4,1,0,4.631945
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/center_2020_04_19_21_47_23_103.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/left_2020_04_19_21_47_23_103.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/right_2020_04_19_21_47_23_103.jpg,-0.5412233,0.7394137,0,5.377416
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/center_2020_04_19_21_47_23_195.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/left_2020_04_19_21_47_23_195.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/right_2020_04_19_21_47_23_195.jpg,-0.2635524,0.4617429,0,6.016934
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/center_2020_04_19_21_47_23_285.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/left_2020_04_19_21_47_23_285.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/right_2020_04_19_21_47_23_285.jpg,0,0.1913497,0,6.250125
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/center_2020_04_19_21_47_23_376.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/left_2020_04_19_21_47_23_376.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/right_2020_04_19_21_47_23_376.jpg,0,0,0,6.249336
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/center_2020_04_19_21_47_23_463.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/left_2020_04_19_21_47_23_463.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/right_2020_04_19_21_47_23_463.jpg,0,0,0,6.199071
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/center_2020_04_19_21_47_23_546.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/left_2020_04_19_21_47_23_546.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/right_2020_04_19_21_47_23_546.jpg,0,0,0,6.149254
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/center_2020_04_19_21_47_23_635.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/left_2020_04_19_21_47_23_635.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/IMG/right_2020_04_19_21_47_23_635.jpg,0,0.08227515,0,6.123016
